tick,moisture,sunlight,temperature,soil_health,event_marker
83,64.8,54.5,23.8,69.7,none
84,64.6,55.0,23.6,69.9,none
85,64.3,55.2,22.7,71.3,none
86,64.1,57.5,24.1,69.7,none
87,63.9,56.3,23.5,70.1,none
88,63.6,53.4,23.6,69.1,none
89,63.4,54.2,23.0,70.1,none
90,63.2,55.5,22.8,70.8,none
91,62.9,57.2,23.4,70.2,none
92,62.7,58.5,23.2,70.7,none
93,62.4,56.5,23.1,70.3,none
94,62.2,56.0,23.5,69.4,none
95,62.0,57.4,24.3,68.5,none
96,61.8,56.7,23.8,69.0,none
97,61.5,56.4,23.2,69.7,none
98,61.3,61.0,24.1,69.7,none
99,61.1,61.2,23.2,71.0,none
100,35.8,61.9,23.1,61.3,moisture_drop_rapid
101,35.6,61.8,23.7,60.2,none
102,35.4,56.9,23.9,58.3,none
103,35.2,58.9,23.9,59.0,none
104,35.0,59.1,24.5,57.9,none
105,34.7,58.7,24.3,58.0,none
106,34.5,59.9,24.4,58.1,none
107,34.4,60.5,23.7,59.4,none
108,34.2,64.1,25.1,58.3,none
109,33.9,64.1,24.5,59.1,none
110,33.7,64.9,24.8,58.8,none
111,33.5,61.9,24.2,58.7,none
112,33.3,63.9,24.9,58.2,none
113,33.1,60.9,25.1,56.8,none
114,32.9,61.3,25.5,56.3,none
115,32.7,63.0,25.4,56.8,none
116,32.4,65.5,25.2,57.8,none
117,32.2,65.4,24.6,58.6,none
118,32.0,62.3,24.1,58.3,none
119,31.7,65.2,25.5,57.0,none
120,31.5,63.5,25.2,56.8,none
121,31.2,66.8,25.4,57.4,none
122,30.9,68.0,25.7,57.3,none
123,30.6,63.9,24.6,57.6,none
124,30.4,65.4,24.8,57.6,none
125,30.1,65.8,25.9,55.9,none
126,29.9,68.5,24.7,58.5,none
127,29.7,68.4,25.9,56.5,none
128,29.5,69.4,26.3,56.1,none
129,29.2,65.7,26.0,55.5,none
130,29.0,68.2,24.7,58.0,none
131,28.7,67.2,26.2,55.4,none
132,28.5,68.6,24.7,57.9,none
133,28.3,68.6,25.3,56.9,none
134,28.0,69.0,26.7,54.9,none
135,27.8,69.4,26.0,56.0,none
136,27.6,71.1,26.5,55.6,none
137,27.3,67.7,25.0,56.7,none
138,27.1,68.6,26.7,54.4,none
139,26.9,67.6,25.1,56.4,none
140,26.7,70.2,25.4,56.6,none
141,26.4,70.8,25.7,56.2,none
142,26.2,73.6,25.8,56.9,none
143,26.0,72.8,26.0,56.3,none
144,25.7,69.5,26.7,54.0,none
145,25.6,72.0,26.5,55.0,none
146,25.4,74.4,25.5,57.2,none
147,25.1,70.3,26.8,53.9,none
148,24.9,72.2,27.1,53.9,none
149,24.7,74.9,26.7,55.4,none
150,24.5,75.7,26.6,55.5,none
151,24.2,72.5,27.2,53.6,none
152,24.0,71.9,26.0,55.2,none
153,23.8,74.2,26.6,54.9,none
154,23.6,76.8,25.9,56.6,none
155,23.3,75.4,25.8,56.3,none
156,23.1,75.5,26.0,55.9,none
157,22.9,76.1,26.8,54.8,none
158,22.7,76.3,27.6,53.5,none
159,22.4,75.9,27.1,54.2,none
160,22.1,77.8,26.9,54.8,none
161,21.9,76.6,26.0,55.7,none
162,21.6,77.4,27.8,53.2,none
163,21.4,79.2,27.6,53.9,none
164,21.1,76.6,27.2,53.6,none
165,20.9,76.7,26.6,54.5,none
166,20.6,75.7,27.2,53.1,none
167,20.3,74.8,27.1,53.0,none
168,20.1,76.8,26.8,53.9,none
169,19.9,80.3,27.8,53.4,none
170,19.7,78.6,26.7,54.4,none
171,19.5,81.2,27.1,54.5,none
172,19.3,78.6,27.9,52.5,none
173,19.1,76.8,27.8,51.9,none
174,18.8,77.7,27.9,52.0,none
175,18.6,76.6,27.4,52.3,none
176,18.4,80.8,28.3,52.1,none
177,18.2,77.9,26.8,53.5,none
178,17.9,82.5,27.9,53.0,none
179,17.7,82.8,28.3,52.5,none
180,17.5,77.8,28.3,50.9,none
181,17.3,81.2,26.9,53.9,none
182,17.0,78.7,28.7,50.4,none
183,16.8,78.4,28.7,50.2,none
184,16.6,81.5,27.1,53.4,none
185,16.4,81.9,28.4,51.5,none
186,16.1,81.5,27.6,52.5,none
187,15.9,83.7,27.9,52.6,none
188,15.7,80.5,27.6,52.1,none
189,15.5,83.3,27.1,53.6,none
190,15.3,84.8,27.7,53.0,none
191,15.0,80.8,27.8,51.5,none
192,14.7,80.6,28.5,50.4,none
193,14.4,80.3,28.6,49.9,none
194,14.2,81.4,29.1,49.5,none
195,14.0,82.3,29.2,49.6,none
196,13.7,81.8,28.7,50.0,none
197,13.6,82.4,28.6,50.2,none
198,13.3,83.2,27.6,51.9,none
199,13.1,86.2,27.5,52.9,none
200,12.9,87.1,28.5,51.6,none
201,12.7,84.0,28.1,51.1,none
202,12.5,84.1,29.3,49.3,none
203,12.3,85.1,27.9,51.6,none
204,12.1,88.1,27.8,52.5,none
205,11.8,85.4,28.2,51.1,none
206,11.6,83.3,29.1,49.0,none
207,11.4,85.3,29.0,49.6,none
208,11.2,87.8,28.9,50.5,none
209,10.9,83.3,28.5,49.6,none
210,10.7,89.2,28.3,51.6,none
211,10.5,88.2,28.0,51.6,none
212,10.2,86.9,29.1,49.5,none
213,10.0,85.0,28.7,49.5,none
214,9.7,88.1,29.2,49.5,none
215,9.6,88.3,29.6,48.9,none
216,9.4,87.2,29.8,48.3,none
217,9.1,86.8,28.1,50.5,none
218,8.8,90.0,29.0,50.1,none
219,8.6,89.7,28.1,51.2,none
220,8.3,85.9,29.1,48.4,none
221,8.1,88.4,29.1,49.1,none
222,7.8,91.2,29.8,48.8,none
223,7.6,89.6,28.2,50.6,none
224,7.5,86.5,29.2,48.1,none
225,7.3,86.1,29.1,48.0,none
226,7.0,91.6,29.8,48.6,none
227,6.8,89.7,29.3,48.7,none
228,6.6,91.7,28.6,50.2,none
229,6.4,88.5,29.1,48.4,none
230,6.2,88.8,29.1,48.4,none
231,5.9,90.3,29.8,47.8,none
232,5.6,92.3,29.7,48.3,none
233,5.4,89.9,28.7,49.0,none
234,5.2,92.0,28.4,50.1,none
235,5.0,89.1,28.6,48.8,none
236,4.7,89.3,29.6,47.3,none
237,4.5,91.0,30.3,46.7,none
238,4.3,91.7,29.0,48.7,none
239,4.1,87.6,28.7,47.8,none
240,3.9,89.3,29.9,46.4,none
241,3.6,91.0,30.3,46.3,none
242,3.4,90.1,29.3,47.5,none
243,3.2,93.6,28.7,49.3,none
244,2.9,91.9,30.0,46.7,none
245,2.7,90.8,29.2,47.5,none
246,2.5,90.8,28.6,48.3,none
247,2.3,92.7,29.1,48.0,none
248,2.0,91.5,29.0,47.8,none
249,1.8,92.1,29.3,47.5,none
250,1.5,91.0,28.6,47.9,none
251,1.3,91.7,29.3,47.0,none
252,1.0,93.0,28.9,47.9,none
253,0.8,90.9,30.2,45.4,none
254,0.6,94.3,29.8,46.8,none
255,0.4,94.0,29.8,46.6,none
256,0.2,90.6,30.5,44.5,none
257,0.0,92.5,30.3,45.3,none
258,0.0,90.3,29.8,45.3,none
259,0.0,91.6,29.0,47.0,none
260,0.0,91.8,28.8,47.3,none
261,0.0,91.3,29.8,45.7,none
262,0.0,90.2,29.7,45.5,none
263,0.0,92.3,30.7,44.7,none
264,0.0,90.1,29.5,45.7,none
265,0.0,95.4,28.9,48.3,none
266,0.0,91.5,28.9,47.1,none
267,0.0,93.0,29.1,47.3,none
268,0.0,94.0,30.6,45.3,none
269,0.0,90.6,30.7,44.1,none
270,0.0,94.9,29.5,47.2,none
271,0.0,92.1,29.9,45.8,none
272,0.0,92.0,30.1,45.5,none
273,0.0,90.9,30.1,45.1,none
274,0.0,92.8,29.6,46.5,none
275,0.0,92.6,29.2,46.9,none
276,0.0,90.6,29.9,45.4,none
277,0.0,92.2,30.1,45.5,none
278,0.0,92.3,29.2,46.9,none
279,0.0,96.1,29.4,47.8,none
280,0.0,96.2,29.7,47.3,none
281,0.0,90.7,30.3,44.7,none
282,0.0,91.9,29.2,46.7,none
283,0.0,91.0,30.9,43.9,none
284,0.0,95.2,30.0,46.5,none
285,0.0,95.3,29.9,46.8,none
286,0.0,95.5,30.0,46.7,none
287,0.0,92.5,29.8,46.1,none
288,0.0,91.6,30.9,44.2,none
289,0.0,95.6,29.1,48.1,none
290,0.0,96.3,31.0,45.5,none
291,0.0,91.1,30.2,45.0,none
292,0.0,91.3,30.6,44.5,none
293,0.0,93.7,30.4,45.6,none
294,0.0,94.1,29.1,47.6,none
295,0.0,93.9,30.2,45.9,none
296,0.0,91.3,30.6,44.4,none
297,0.0,95.2,30.9,45.2,none
298,0.0,95.1,30.5,45.7,none
299,0.0,92.3,30.4,45.1,none
300,95.0,91.4,30.2,83.2,watered
301,94.8,91.8,30.8,82.2,none
302,94.5,93.9,30.2,83.6,none
303,94.3,96.8,29.5,85.6,none
304,94.1,95.0,29.1,85.5,none
305,93.9,94.3,29.1,85.2,none
306,93.7,91.0,30.6,81.9,none
307,93.5,91.8,29.1,84.3,none
308,93.2,94.4,30.9,82.2,none
309,93.0,91.9,29.4,83.6,none
310,92.7,94.1,29.9,83.5,none
311,92.5,96.1,30.6,82.9,none
312,92.2,92.5,29.4,83.6,none
313,91.9,94.7,29.8,83.5,none
314,91.7,94.5,29.3,84.0,none
315,91.4,95.3,30.3,82.7,none
316,91.2,94.8,29.2,84.1,none
317,91.0,90.8,29.2,82.9,none
318,90.7,94.9,30.1,82.6,none
319,90.5,94.8,30.9,81.3,none
320,90.2,95.3,29.1,84.0,none
321,90.0,96.5,30.0,82.9,none
322,89.8,96.3,29.4,83.7,none
323,89.6,92.8,29.3,82.8,none
324,89.3,91.7,30.5,80.4,none
325,89.1,96.1,30.7,81.4,none
326,88.9,94.2,29.1,83.2,none
327,88.6,95.5,29.7,82.6,none
328,88.4,92.3,29.0,82.6,none
329,88.2,93.4,29.3,82.3,none
330,87.9,92.5,29.6,81.5,none
331,87.7,94.5,29.3,82.5,none
332,87.5,94.6,29.5,82.1,none
333,87.3,92.3,30.2,80.3,none
334,87.1,95.8,30.3,81.0,none
335,86.8,95.5,30.1,81.3,none
336,86.6,94.2,30.4,80.2,none
337,86.4,90.5,30.6,78.9,none
338,86.2,91.7,29.8,80.3,none
339,85.9,92.1,30.7,78.9,none
340,85.7,92.5,30.5,79.3,none
341,85.4,91.8,28.9,81.4,none
342,85.2,91.0,30.7,78.3,none
343,84.9,90.6,29.1,80.5,none
344,84.6,94.9,28.7,82.3,none
345,84.4,90.0,30.4,78.2,none
346,84.2,90.0,30.4,78.0,none
347,84.0,89.5,29.2,79.7,none
348,83.8,93.9,30.3,79.3,none
349,83.6,92.3,29.8,79.5,none
350,83.3,93.9,30.4,78.9,none
351,83.1,94.0,29.9,79.7,none
352,82.9,90.0,29.8,78.4,none
353,82.7,91.4,30.4,77.9,none
354,82.4,93.5,29.9,79.2,none
355,82.2,90.5,28.5,80.2,none
356,81.9,90.1,29.3,78.8,none
357,81.7,91.1,29.5,78.8,none
358,81.5,89.9,28.5,79.8,none
359,81.2,93.2,30.3,78.0,none
360,81.0,89.5,29.2,78.5,none
361,80.8,89.6,30.0,77.2,none
362,80.5,87.5,29.7,77.0,none
363,80.3,87.3,29.9,76.5,none
364,80.0,90.4,29.3,78.1,none
365,79.8,89.5,29.7,77.2,none
366,79.6,88.0,30.1,76.1,none
367,79.3,89.4,29.5,77.3,none
368,79.1,91.9,30.2,76.9,none
369,78.8,88.8,29.6,76.7,none
370,78.6,88.0,29.1,77.1,none
371,78.4,88.4,29.8,76.2,none
372,78.2,89.9,29.8,76.5,none
373,77.9,88.6,30.0,75.8,none
374,77.6,86.3,28.3,77.5,none
375,77.4,91.6,29.3,77.5,none
376,77.2,86.2,28.5,77.0,none
377,77.0,87.7,30.0,75.1,none
378,76.7,87.3,28.6,77.0,none
379,76.5,89.0,29.9,75.5,none
380,76.2,89.8,29.8,75.7,none
381,76.0,87.1,28.6,76.7,none
382,75.8,85.3,29.6,74.4,none
383,75.5,84.8,29.0,75.1,none
384,75.2,86.8,29.5,74.9,none
385,75.0,87.6,29.5,75.0,none
386,74.8,85.8,28.6,75.8,none
387,74.6,89.2,28.2,77.3,none
388,74.4,89.6,27.8,77.9,none
389,74.1,88.3,27.9,77.3,none
390,73.9,88.9,27.9,77.4,none
391,73.6,87.3,29.6,74.2,none
392,73.4,86.9,28.4,75.8,none
393,73.2,85.8,28.7,75.0,none
394,73.0,87.0,27.7,76.8,none
395,72.8,87.0,27.9,76.4,none
396,72.5,87.3,28.7,75.1,none
397,72.3,83.1,29.3,72.9,none
398,72.1,86.9,28.6,75.0,none
399,71.8,85.1,27.6,75.9,none
400,71.5,84.2,28.7,73.9,none
401,71.4,81.5,28.8,72.8,none
402,71.2,85.0,28.3,74.5,none
403,70.9,83.5,29.2,72.5,none
404,70.7,80.9,28.0,73.6,none
405,70.5,81.0,28.6,72.5,none
406,70.2,83.3,28.1,73.9,none
407,70.0,83.0,28.2,73.6,none
408,69.7,85.9,28.5,73.9,none
409,69.5,84.7,28.5,73.5,none
410,69.3,85.7,27.7,74.9,none
411,69.1,84.4,27.3,74.9,none
412,68.8,84.8,27.7,74.4,none
413,68.6,81.3,27.8,73.2,none
414,68.3,84.5,27.0,75.2,none
415,68.1,83.6,27.0,74.8,none
416,67.9,83.7,27.1,74.7,none
417,67.7,79.0,27.2,73.0,none
418,67.4,83.3,26.9,74.6,none
419,67.2,81.5,28.4,71.7,none
420,67.0,78.6,27.6,72.0,none
421,66.7,81.1,28.3,71.6,none
422,66.5,81.5,27.1,73.4,none
423,66.3,80.4,26.7,73.5,none
424,66.1,79.8,26.9,73.0,none
425,65.8,78.2,26.6,73.0,none
426,65.6,81.6,27.4,72.6,none
427,65.4,79.4,28.1,70.8,none
428,65.2,81.7,27.8,71.8,none
429,64.9,78.4,27.0,71.9,none
430,64.7,79.1,27.6,71.3,none
431,64.5,79.2,26.9,72.1,none
432,64.2,76.8,26.6,71.8,none
433,64.0,78.2,28.0,70.0,none
434,63.8,77.9,26.3,72.4,none
435,63.6,77.5,27.8,70.0,none
436,63.4,78.9,26.6,72.1,none
437,63.2,74.7,26.6,70.8,none
438,63.0,78.7,27.2,71.0,none
439,62.7,74.9,26.5,70.8,none
440,62.5,73.1,26.7,69.9,none
441,62.3,75.8,27.2,69.8,none
442,62.0,75.4,27.5,69.2,none
443,61.8,76.1,27.8,68.9,none
444,61.5,77.0,25.8,72.0,none
445,61.3,76.4,25.9,71.6,none
446,61.1,76.1,27.2,69.5,none
447,60.9,71.3,25.7,70.1,none
448,60.6,73.2,26.7,69.2,none
449,60.4,70.9,26.0,69.4,none
450,60.1,75.2,26.7,69.6,none
451,59.9,70.3,26.1,68.9,none
452,59.8,70.4,26.3,68.6,none
453,59.5,73.0,25.9,69.8,none
454,59.3,72.2,25.8,69.7,none
455,59.0,74.8,25.6,70.6,none
456,58.8,71.9,26.4,68.5,none
457,58.6,73.2,26.5,68.7,none
458,58.4,72.2,26.0,69.0,none
459,58.2,72.7,25.7,69.6,none
460,58.0,72.7,25.9,69.1,none
461,57.8,69.1,26.7,66.8,none
462,57.5,71.2,26.4,67.9,none
463,57.3,70.2,25.7,68.5,none
464,57.1,72.2,25.5,69.3,none
465,56.8,66.6,25.8,67.0,none
466,56.6,66.8,26.7,65.7,none
467,56.3,67.9,25.9,67.1,none
468,56.1,70.6,25.3,68.7,none
469,55.9,68.3,25.4,67.7,none
470,55.7,67.2,25.3,67.4,none
471,55.5,68.6,24.9,68.5,none
472,55.3,66.8,26.2,65.9,none
473,55.1,67.4,24.7,68.2,none
474,54.9,66.1,24.7,67.7,none
475,54.6,63.8,24.7,66.9,none
476,54.4,66.6,26.1,65.6,none
477,54.2,63.3,25.1,66.0,none
478,54.0,63.7,24.7,66.7,none
479,53.7,63.8,24.5,66.8,none
480,53.5,64.6,24.2,67.5,none
481,53.3,65.4,24.4,67.3,none
482,53.0,64.3,25.2,65.7,none
483,52.8,63.1,25.3,65.2,none
484,52.6,63.4,24.5,66.3,none
485,52.3,62.0,24.4,66.0,none
486,52.1,63.4,24.9,65.6,none
487,51.9,65.3,25.6,64.9,none
488,51.7,61.7,24.4,65.5,none
489,51.4,65.1,24.0,67.0,none
490,51.2,62.2,23.7,66.6,none
491,51.0,62.2,23.6,66.7,none
492,50.8,59.3,23.6,65.8,none
493,50.6,60.8,24.7,64.5,none
494,50.3,60.8,24.1,65.1,none
495,50.0,63.6,23.5,66.8,none
496,49.8,57.4,23.2,65.3,none
497,49.6,62.1,25.0,63.9,none
498,49.3,59.7,23.2,65.8,none
499,49.1,61.3,24.3,64.5,none
500,48.8,61.7,24.6,64.1,none
501,48.6,60.8,23.4,65.6,none
502,48.4,60.5,24.9,63.2,none
503,48.2,58.7,23.3,64.9,none
504,48.0,56.8,22.9,64.9,none
505,47.7,59.6,24.1,63.9,none
506,47.5,58.6,24.1,63.5,none
507,47.3,59.4,23.0,65.3,none
508,47.1,59.1,24.3,63.1,none
509,46.8,57.3,23.9,63.1,none
510,46.6,58.7,24.0,63.2,none
511,46.4,52.7,23.4,62.2,none
512,46.1,56.6,23.1,63.7,none
513,45.9,55.1,22.4,64.3,none
514,45.6,54.0,22.8,63.2,none
515,45.4,52.9,22.3,63.6,none
516,45.2,54.6,23.4,62.4,none
517,44.9,51.8,23.0,62.1,none
518,44.7,55.7,22.6,63.7,none
519,44.5,53.0,22.2,63.3,none
520,44.3,53.1,22.3,63.2,none
521,44.0,51.0,22.2,62.6,none
522,43.8,53.5,23.3,61.6,none
523,43.6,50.3,22.0,62.4,none
524,43.3,52.2,23.2,61.1,none
525,43.2,51.6,22.4,62.2,none
526,42.9,47.9,23.3,59.6,none
527,42.7,48.3,22.0,61.6,none
528,42.5,51.1,21.5,61.6,none
529,42.2,51.9,22.9,61.1,none
530,42.0,46.2,23.1,59.1,none
531,41.8,49.9,21.8,61.4,none
532,41.6,47.1,23.0,59.2,none
533,41.4,49.4,22.3,61.0,none
534,41.1,44.9,21.4,59.0,none
535,40.9,46.6,21.5,59.5,none
536,40.6,49.6,22.5,60.4,none
537,40.3,47.9,21.9,60.3,none
538,40.2,46.8,21.9,59.9,none
539,40.0,45.7,22.3,59.2,none
540,39.7,43.7,22.3,58.6,none
541,39.5,44.2,22.5,58.3,none
542,39.3,43.4,22.4,58.1,none
543,39.0,46.7,22.1,59.6,none
544,38.8,45.9,21.6,58.7,none
545,38.5,42.9,20.8,56.6,none
546,38.3,42.3,21.2,56.8,none
547,38.1,40.9,22.0,57.5,none
548,37.8,41.2,20.7,55.6,none
549,37.5,42.9,20.6,55.8,none
550,37.3,42.2,22.0,57.6,none
551,37.1,41.0,21.3,56.0,none
552,36.8,41.6,21.7,56.8,none
553,36.6,41.0,20.2,54.2,none
554,36.4,38.5,21.1,54.8,none
555,36.2,42.4,19.8,53.9,none
556,36.0,42.9,20.1,54.5,none
557,35.7,40.9,20.2,53.8,none
558,35.5,40.5,21.4,55.4,none
559,35.2,38.4,20.5,53.4,none
560,35.0,37.5,20.8,53.4,none
561,34.8,40.8,20.8,54.4,none
562,34.6,36.0,20.8,52.9,none
563,34.4,34.9,20.5,52.0,none
564,34.2,39.7,20.5,53.3,none
565,34.0,34.3,21.0,52.5,none
566,33.7,37.6,20.7,52.8,none
567,33.5,34.9,19.1,49.6,none
568,33.2,37.5,20.3,52.0,none
569,33.0,33.3,20.0,50.3,none
570,32.8,32.8,19.8,49.6,none
571,32.5,31.9,20.2,49.8,none
572,32.3,35.9,19.2,49.5,none
573,32.1,35.8,19.5,49.8,none
574,31.9,35.1,20.4,50.8,none
575,31.7,33.3,18.9,48.0,none
576,31.5,35.5,18.7,48.2,none
577,31.2,33.6,19.7,49.1,none
578,31.0,29.8,20.2,48.6,none
579,30.7,31.2,19.4,47.8,none
580,30.5,28.5,19.4,46.9,none
581,30.3,30.3,18.8,46.3,none
582,30.1,28.1,18.8,45.7,none
583,29.8,28.0,19.4,46.4,none
584,29.6,30.7,18.6,46.0,none
585,29.4,28.0,18.8,45.4,none
586,29.2,27.6,18.8,45.1,none
587,29.0,26.6,19.5,45.8,none
588,28.8,29.9,19.3,46.4,none
589,28.5,27.4,18.6,44.5,none
590,28.3,27.5,19.0,45.2,none
591,28.0,29.7,17.9,43.9,none
592,27.8,27.8,18.4,44.1,none
593,27.6,24.4,18.0,42.3,none
594,27.4,25.1,19.0,43.9,none
595,27.2,28.4,18.0,43.3,none
596,27.0,28.4,18.6,44.3,none
597,26.7,23.9,18.6,42.7,none
598,26.5,24.9,18.0,42.1,none
599,26.4,21.6,19.1,42.6,none
