tick,moisture,sunlight,temperature,soil_health,event_marker
201,42.0,85.8,29.5,61.3,none
202,41.8,83.4,30.3,59.4,none
203,41.6,85.2,29.9,60.4,none
204,41.3,83.8,29.2,60.9,none
205,41.1,88.4,29.2,62.1,none
206,40.8,86.4,28.6,62.4,none
207,40.6,86.1,28.6,62.1,none
208,40.3,87.5,30.6,59.5,none
209,40.1,85.7,28.9,61.3,none
210,39.9,88.3,29.1,61.8,none
211,39.7,89.3,30.1,60.5,none
212,39.4,83.9,29.4,59.8,none
213,39.2,88.9,28.8,62.1,none
214,38.9,86.9,29.2,60.8,none
215,38.7,88.9,29.1,61.5,none
216,38.4,87.4,29.0,61.1,none
217,38.2,84.6,30.8,57.5,none
218,37.9,86.9,29.2,60.5,none
219,37.7,88.5,30.7,58.5,none
220,37.4,86.5,29.4,59.8,none
221,37.2,90.8,29.9,60.2,none
222,37.0,85.4,29.1,59.7,none
223,36.7,87.8,29.3,60.1,none
224,36.4,89.2,30.4,58.7,none
225,36.2,88.8,30.8,57.9,none
226,36.0,89.6,30.6,58.4,none
227,35.8,90.9,29.4,60.6,none
228,35.5,86.3,30.8,56.8,none
229,35.3,89.0,30.9,57.4,none
230,35.0,91.4,30.2,59.1,none
231,34.8,90.6,29.8,59.4,none
232,34.6,90.8,29.5,59.8,none
233,34.4,92.3,29.4,60.4,none
234,34.2,90.0,29.8,59.0,none
235,34.0,91.0,30.0,59.0,none
236,33.8,92.1,30.0,59.1,none
237,33.6,92.0,30.4,58.5,none
238,33.3,92.3,30.3,58.6,none
239,33.2,88.1,31.1,56.0,none
240,32.9,87.8,30.0,57.6,none
241,32.7,93.2,31.1,57.4,none
242,32.5,90.8,29.9,58.3,none
243,32.2,92.4,30.7,57.6,none
244,32.0,88.1,30.9,55.9,none
245,31.7,89.3,30.1,57.3,none
246,31.5,88.9,29.8,57.6,none
247,31.2,91.7,31.0,56.5,none
248,30.9,90.2,30.6,56.5,none
249,30.7,90.7,31.1,55.8,none
250,30.4,93.0,30.7,57.0,none
251,30.3,90.0,30.3,56.6,none
252,30.0,91.7,30.7,56.5,none
253,29.8,89.4,30.3,56.2,none
254,29.6,94.5,31.6,55.8,none
255,29.4,94.2,31.5,55.8,none
256,29.2,94.3,31.6,55.6,none
257,29.0,89.9,31.3,54.6,none
258,28.7,94.7,31.6,55.5,none
259,28.6,90.5,30.1,56.4,none
260,28.3,94.4,30.1,57.5,none
261,28.1,92.2,31.1,55.2,none
262,27.9,91.3,31.6,54.2,none
263,27.6,89.9,31.1,54.4,none
264,27.3,90.0,30.2,55.6,none
265,27.1,90.7,31.4,53.9,none
266,26.9,93.0,30.0,56.7,none
267,26.7,94.6,29.9,57.2,none
268,26.5,94.0,30.3,56.4,none
269,26.3,91.2,31.8,53.1,none
270,26.0,95.8,31.4,55.1,none
271,25.8,95.4,30.0,57.0,none
272,25.6,96.2,31.5,54.9,none
273,25.3,92.4,30.0,55.8,none
274,25.1,94.7,30.7,55.5,none
275,24.9,90.7,30.2,54.8,none
276,24.6,95.5,30.9,55.2,none
277,24.4,94.7,31.7,53.6,none
278,24.2,96.4,31.6,54.2,none
279,24.0,93.9,30.6,54.9,none
280,23.8,91.6,31.5,52.7,none
281,23.6,92.0,30.2,54.8,none
282,23.3,91.1,30.0,54.6,none
283,23.1,95.8,30.4,55.3,none
284,22.9,94.5,30.1,55.4,none
285,22.6,95.0,30.1,55.4,none
286,22.4,92.9,30.6,53.9,none
287,22.2,96.1,30.5,55.0,none
288,21.9,91.9,31.3,52.5,none
289,21.7,96.4,31.6,53.2,none
290,21.4,92.6,31.6,51.9,none
291,21.2,95.0,31.5,52.8,none
292,20.9,96.9,31.5,53.1,none
293,20.7,94.8,30.1,54.7,none
294,20.5,91.0,30.1,53.4,none
295,20.2,94.8,31.2,52.8,none
296,20.0,96.1,31.6,52.5,none
297,19.8,94.1,30.9,52.8,none
298,19.5,94.6,31.6,51.8,none
299,19.3,92.3,30.7,52.3,none
300,95.0,91.0,31.1,81.7,watered
301,94.8,96.6,31.5,82.7,none
302,94.6,92.8,31.7,81.1,none
303,94.3,95.7,31.9,81.7,none
304,94.1,91.5,31.2,81.3,none
305,93.8,92.3,31.3,81.3,none
306,93.6,95.8,31.1,82.6,none
307,93.4,95.5,31.2,82.1,none
308,93.2,95.5,31.8,81.1,none
309,92.9,92.9,30.8,81.8,none
310,92.7,96.4,31.0,82.4,none
311,92.4,91.3,30.6,81.5,none
312,92.2,93.2,30.5,82.2,none
313,92.0,94.8,31.6,80.9,none
314,91.8,92.2,30.8,81.1,none
315,91.6,94.3,30.4,82.3,none
316,91.4,94.0,30.3,82.4,none
317,91.1,91.7,31.4,79.8,none
318,90.9,92.5,31.9,79.3,none
319,90.7,96.1,30.0,83.1,none
320,90.5,92.1,31.0,80.3,none
321,90.3,91.4,30.2,81.2,none
322,90.1,92.8,31.6,79.5,none
323,89.8,94.5,30.9,80.9,none
324,89.6,94.8,30.0,82.2,none
325,89.3,92.4,31.5,79.2,none
326,89.1,91.3,31.5,78.7,none
327,88.9,92.9,31.5,79.2,none
328,88.7,90.6,31.5,78.4,none
329,88.5,93.7,31.7,78.9,none
330,88.3,96.1,31.5,79.9,none
331,88.0,91.8,30.5,80.0,none
332,87.7,90.5,30.9,78.9,none
333,87.5,91.9,30.8,79.4,none
334,87.3,94.6,29.8,81.5,none
335,87.1,95.0,31.0,79.8,none
336,86.9,93.0,30.0,80.7,none
337,86.7,94.6,31.6,78.6,none
338,86.4,90.3,30.3,79.2,none
339,86.2,94.4,31.6,78.5,none
340,86.1,94.8,30.7,79.8,none
341,85.8,92.1,30.1,79.8,none
342,85.6,92.2,30.1,79.8,none
343,85.3,94.2,31.0,78.8,none
344,85.1,90.0,31.2,77.2,none
345,84.9,92.6,30.9,78.3,none
346,84.7,90.9,31.0,77.6,none
347,84.4,90.5,31.3,77.0,none
348,84.1,90.8,30.8,77.6,none
349,83.9,91.4,31.0,77.5,none
350,83.6,93.4,30.9,78.2,none
351,83.4,92.1,30.5,78.3,none
352,83.2,91.0,29.8,78.9,none
353,83.0,89.5,30.5,77.2,none
354,82.7,89.2,30.5,77.1,none
355,82.5,88.3,31.0,76.0,none
356,82.2,90.6,30.9,76.7,none
357,82.0,89.1,30.4,76.9,none
358,81.8,93.2,30.9,77.3,none
359,81.6,87.7,31.4,74.9,none
360,81.4,93.0,29.8,78.7,none
361,81.2,89.9,30.7,76.4,none
362,81.0,87.9,29.7,77.2,none
363,80.7,89.5,29.7,77.5,none
364,80.5,90.0,30.8,76.0,none
365,80.3,87.1,30.8,75.1,none
366,80.0,90.5,30.8,75.9,none
367,79.7,90.6,31.1,75.5,none
368,79.5,90.9,29.3,78.1,none
369,79.3,90.0,29.7,77.2,none
370,79.1,86.6,29.9,75.8,none
371,78.8,88.5,31.1,74.4,none
372,78.5,89.4,30.1,76.1,none
373,78.3,88.2,29.8,76.1,none
374,78.1,89.9,30.6,75.4,none
375,77.9,88.6,29.9,75.8,none
376,77.6,87.7,29.2,76.6,none
377,77.4,91.3,29.5,77.1,none
378,77.1,90.5,30.8,74.8,none
379,76.9,88.2,30.1,75.1,none
380,76.7,89.3,30.6,74.5,none
381,76.5,89.0,30.6,74.4,none
382,76.2,87.1,30.3,74.1,none
383,76.0,86.3,30.6,73.3,none
384,75.7,87.4,30.3,74.0,none
385,75.5,88.7,30.1,74.7,none
386,75.2,85.4,28.9,75.4,none
387,75.0,87.2,30.1,74.0,none
388,74.8,85.1,29.2,74.7,none
389,74.5,87.9,29.8,74.5,none
390,74.3,85.3,30.1,73.1,none
391,74.2,85.1,29.8,73.5,none
392,73.9,89.0,29.9,74.4,none
393,73.7,87.9,29.4,74.7,none
394,73.5,86.8,29.7,73.8,none
395,73.2,85.7,29.5,73.7,none
396,73.0,86.6,29.5,74.0,none
397,72.7,86.7,29.6,73.7,none
398,72.5,86.0,28.7,74.8,none
399,72.3,82.9,29.2,72.9,none
400,72.1,85.7,30.3,72.1,none
401,71.9,82.2,29.9,71.5,none
402,71.6,81.3,28.8,72.9,none
403,71.3,81.9,30.2,70.8,none
404,71.1,84.6,28.7,73.8,none
405,70.9,86.5,29.6,72.9,none
406,70.7,86.1,29.3,73.2,none
407,70.5,84.4,29.9,71.6,none
408,70.2,85.3,29.2,72.8,none
409,70.0,81.1,29.5,71.0,none
410,69.7,84.5,28.4,73.7,none
411,69.5,84.7,29.6,71.8,none
412,69.3,80.1,29.6,70.3,none
413,69.1,80.2,28.3,72.2,none
414,68.8,84.6,29.1,72.2,none
415,68.6,84.5,29.1,72.1,none
416,68.4,81.1,28.0,72.7,none
417,68.1,84.1,29.0,71.9,none
418,67.9,81.9,27.9,72.8,none
419,67.7,82.3,29.0,71.2,none
420,67.5,81.0,29.7,69.8,none
421,67.3,82.7,29.0,71.3,none
422,67.0,77.3,27.7,71.5,none
423,66.8,81.5,29.5,70.0,none
424,66.5,82.4,29.0,70.9,none
425,66.3,82.3,27.6,72.9,none
426,66.1,81.5,28.4,71.4,none
427,65.8,79.4,29.2,69.4,none
428,65.6,78.6,28.7,69.8,none
429,65.4,79.3,28.6,70.0,none
430,65.1,75.9,28.3,69.4,none
431,64.9,79.8,28.3,70.4,none
432,64.7,75.0,27.5,70.2,none
433,64.5,80.2,28.5,70.1,none
434,64.3,77.1,27.8,70.2,none
435,64.1,76.7,28.2,69.3,none
436,63.8,79.6,27.5,71.1,none
437,63.6,76.1,27.8,69.6,none
438,63.4,76.4,28.9,67.9,none
439,63.1,74.7,28.8,67.4,none
440,62.9,73.5,28.4,67.6,none
441,62.7,72.8,27.8,68.2,none
442,62.4,74.1,28.4,67.6,none
443,62.1,76.5,27.2,69.9,none
444,61.9,75.9,28.2,68.3,none
445,61.7,77.5,27.5,69.7,none
446,61.5,73.8,28.5,67.0,none
447,61.3,75.5,27.2,69.3,none
448,61.0,72.4,27.0,68.7,none
449,60.8,74.2,27.0,69.1,none
450,60.5,76.1,28.0,68.1,none
451,60.3,71.8,28.1,66.5,none
452,60.0,72.2,26.9,68.3,none
453,59.8,70.6,26.5,68.3,none
454,59.6,73.6,26.4,69.3,none
455,59.4,69.6,27.5,66.4,none
456,59.1,70.5,26.5,68.0,none
457,58.9,72.2,27.0,67.8,none
458,58.7,74.2,26.6,68.8,none
459,58.5,69.1,27.6,65.7,none
460,58.3,71.1,26.9,67.2,none
461,58.0,72.9,26.8,67.9,none
462,57.8,71.7,26.1,68.5,none
463,57.6,72.7,27.8,66.2,none
464,57.4,72.0,27.1,66.9,none
465,57.2,67.3,26.9,65.8,none
466,56.9,71.5,27.2,66.4,none
467,56.7,71.8,27.5,65.9,none
468,56.5,66.9,26.8,65.5,none
469,56.3,71.1,27.4,65.8,none
470,56.0,69.4,26.2,67.0,none
471,55.8,65.7,25.6,66.6,none
472,55.5,66.8,26.0,66.3,none
473,55.3,70.1,26.9,65.8,none
474,55.0,63.9,25.5,66.0,none
475,54.7,68.9,26.2,66.2,none
476,54.5,69.1,27.2,64.7,none
477,54.2,63.6,25.3,65.9,none
478,54.0,64.6,26.4,64.3,none
479,53.7,63.6,26.8,63.3,none
480,53.5,66.6,25.7,65.9,none
481,53.3,63.6,26.5,63.7,none
482,53.1,66.6,25.3,66.2,none
483,52.8,62.0,25.8,64.0,none
484,52.6,61.7,26.3,63.2,none
485,52.4,65.2,26.5,63.8,none
486,52.2,64.6,26.3,63.8,none
487,52.0,61.9,25.3,64.4,none
488,51.7,62.1,25.6,63.9,none
489,51.4,62.2,25.3,64.3,none
490,51.2,59.8,25.4,63.4,none
491,51.0,60.3,25.2,63.6,none
492,50.8,58.9,25.3,63.1,none
493,50.6,63.8,25.8,63.7,none
494,50.3,61.8,26.2,62.4,none
495,50.1,58.1,25.4,62.4,none
496,49.9,61.0,24.6,64.3,none
497,49.7,61.9,25.2,63.7,none
498,49.4,58.0,25.0,62.6,none
499,49.2,61.7,24.4,64.6,none
500,49.1,56.2,24.4,62.9,none
501,48.9,60.4,24.8,63.4,none
502,48.6,60.8,24.4,64.1,none
503,48.4,58.3,25.3,61.8,none
504,48.1,56.6,24.0,63.2,none
505,47.9,57.3,24.0,63.3,none
506,47.7,58.5,25.4,61.5,none
507,47.5,58.7,25.5,61.4,none
508,47.2,55.9,25.4,60.5,none
509,47.0,53.4,23.6,62.5,none
510,46.8,53.0,24.3,61.1,none
511,46.6,57.4,24.2,62.5,none
512,46.4,53.8,23.8,62.0,none
513,46.2,52.7,24.0,61.3,none
514,46.0,52.2,23.9,61.2,none
515,45.7,55.4,25.0,60.3,none
516,45.5,54.1,23.4,62.3,none
517,45.3,55.2,24.1,61.5,none
518,45.0,53.4,24.2,60.7,none
519,44.7,53.2,24.5,60.1,none
520,44.5,53.3,24.4,60.2,none
521,44.3,51.8,23.9,60.4,none
522,44.1,49.8,23.7,60.0,none
523,43.9,52.8,23.3,61.4,none
524,43.6,50.3,24.0,59.5,none
525,43.3,50.6,24.0,59.5,none
526,43.1,50.3,23.9,59.5,none
527,42.8,49.8,23.8,59.4,none
528,42.6,46.9,23.4,59.1,none
529,42.3,51.3,23.1,60.7,none
530,42.1,52.0,22.4,61.8,none
531,41.9,47.0,23.4,58.7,none
532,41.7,51.0,23.3,60.1,none
533,41.5,48.7,23.7,58.6,none
534,41.3,48.3,22.8,59.7,none
535,41.0,50.2,23.7,58.9,none
536,40.8,49.9,23.4,59.2,none
537,40.6,49.3,23.9,58.2,none
538,40.4,44.2,23.0,58.0,none
539,40.2,47.9,22.2,60.1,none
540,39.9,45.7,23.0,58.2,none
541,39.7,47.8,22.8,59.0,none
542,39.5,46.9,21.8,59.6,none
543,39.3,44.3,21.8,58.7,none
544,39.1,45.4,22.1,59.1,none
545,38.9,45.4,22.0,59.1,none
546,38.6,43.7,21.6,58.0,none
547,38.4,44.2,22.8,57.4,none
548,38.2,43.8,21.9,58.3,none
549,38.0,44.5,21.9,58.4,none
550,37.7,43.4,21.6,57.5,none
551,37.5,40.3,22.3,56.6,none
552,37.3,43.6,22.3,57.6,none
553,37.0,41.9,21.0,55.8,none
554,36.8,42.1,21.4,56.4,none
555,36.6,38.9,22.6,55.4,none
556,36.3,40.6,22.3,56.3,none
557,36.1,40.4,21.1,55.2,none
558,35.8,41.0,22.4,56.1,none
559,35.6,36.3,22.0,55.1,none
560,35.4,38.0,22.4,55.0,none
561,35.1,39.2,22.4,55.2,none
562,34.9,36.1,21.7,54.4,none
563,34.7,35.8,20.4,52.2,none
564,34.5,34.6,21.9,54.0,none
565,34.3,37.7,20.6,53.0,none
566,34.1,37.0,21.5,54.0,none
567,33.8,34.7,20.1,51.1,none
568,33.7,37.3,21.5,53.8,none
569,33.4,33.2,21.0,51.8,none
570,33.2,35.7,20.9,52.3,none
571,32.9,35.4,20.5,51.6,none
572,32.7,36.7,19.9,50.9,none
573,32.4,35.3,21.0,52.0,none
574,32.2,35.0,21.2,52.2,none
575,32.0,33.0,20.5,50.5,none
576,31.7,34.3,20.6,50.9,none
577,31.4,31.2,19.7,48.5,none
578,31.2,33.1,20.1,49.5,none
579,31.0,33.7,21.0,51.0,none
580,30.8,31.4,20.9,50.0,none
581,30.5,32.6,19.9,48.8,none
582,30.3,30.8,19.3,47.3,none
583,30.0,30.0,21.0,49.4,none
584,29.8,27.7,19.7,46.8,none
585,29.6,31.3,19.9,48.1,none
586,29.3,31.1,20.4,48.7,none
587,29.1,25.9,19.1,45.0,none
588,28.8,26.9,19.1,45.2,none
589,28.6,31.0,19.3,46.7,none
590,28.3,25.7,18.9,44.4,none
591,28.1,26.0,19.6,45.5,none
592,27.8,26.4,18.6,43.9,none
593,27.6,28.3,18.6,44.5,none
594,27.4,26.4,20.1,46.1,none
595,27.2,24.1,18.5,42.8,none
596,27.0,24.2,19.1,43.7,none
597,26.8,27.0,20.0,45.8,none
598,26.6,23.9,19.4,44.0,none
599,26.4,25.3,18.7,43.2,none
